reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
AQG6AQXC703WD,B0002GXF8Q,Bob,"[0, 0]","I do not have much to say about this. It does what it was designed to do and it looks fine.I found myself actually trying to see if it will rip, for the purposes of this review. Just so I could make some sort of comment about it... You can rip it if you try, but it's not likely to happen during everyday use.It's fairly thick. If that isn't what you want then I would look elsewhere. This should be fine for nearly everyone who doesn't have a very specific reason for a different sort of windscreen.",5,Works,1395532800,"03 23, 2014"
A3AT69S9R8ZWGT,B0002F4VBM,Widmarke K. Loo,"[1, 1]","I like the sound of this pedal and the ability to get the right over drive sound I want. I've used it with my reissue 70's Fender Strat plugged into my 1968 vintage Marshal 50 watt head and a slanted 4 cab. Love the sound. I am also using this pedal with my Ibanez GB 10 arch top jazz guitar and I am amazed with how good of an over drive I can get!! I've also owned a tube screamer, but I like this one better!!",5,DigiTech DBM Bad Monkey Tube-Overdrive Analog-Distortion Pedal,1391990400,"02 10, 2014"
AJCAVTHZFM0J3,B0002GML4U,"G. Eguia ""gaber""","[11, 11]",What can i say?  this is a xlr cable.i just have to stress if you want gear that will last for a while and not have a crappy connection somewhere buy decent cables.This one has quality ends on it and that makes me happy that this investment will last years down the road.So buy a decent quality cable like this one and not the cheapest!,5,Fair Price and Nice Quality,1284940800,"09 20, 2010"
A3IVULXGE2PB43,B003GEBGA0,Jeffro,"[0, 0]","I just received this mic today and tried it out. I purchased it after rave reviews from other Amazon purchasers. This is a heavy solid high quality mic. Are you kidding me at this low price. They giving it away. Heck, the microphone cable it came with his heavy duty and long and it's worth $10 all by itself. I recorded a song today with it and I sounded very clear and clean with no hissing or popping.  You can't beat this deal. Awesome nice mic.",5,ARE YOU KIDDING ME?,1403049600,"06 18, 2014"
A2YSBRBYSI0524,B0002IHP0S,Gregory Madden,"[0, 0]","singing and playing menas you dont get to bend down and pick up that pick you just dropped. I loved this holder, its small enough to fit in your pocket and when you go on stage just throw it on the mic stand. loved it but i forgot it at a gig, thats the down side of it being so small, easy to lose, but it is awesome",5,awesome until i lost it,1399593600,"05 9, 2014"
A3HKWOC783B7PL,B001PGXHYO,Darren,"[0, 0]","I once bought a guitar case that came with a variety pack (from light to heavy) of Planet Waves picks. Since then, I've used nothing else.I've found that the light picks, (.50mm) are perfect for me. These obviously don't last as long as thicker picks, (but still last a very long time), and they suit my playing style and the type of music I play better. The picks are comfortable to hold and are attractively designed in a faux mother-of-pearl style. I'll definitely continue to buy this brand in the future.",5,Durable and attractive.,1376179200,"08 11, 2013"
A1L7M2JXN4EZCR,B0009IEB0I,David G,"[0, 0]","Much better than the more economical one's sold.  I should have gotten the 15 foot, but you live and learn.  My studio is small but it needs to wrap around my desk and go into my sound-proof closet.  It matches my awesome AT2035 microphone.",5,Nice quality,1391904000,"02 9, 2014"
ADH0O8UVJOT10,B0002F4VBM,StormJH1,"[1, 1]","If you listen or read what many pro guitarists and techies have to say about DigiTech effects pedals, they'll tell you to stay away from them...except for this one.  That's because the DigiTech Bad Monkey Tube Overdrive is an incredible value that could go head to head with any pedal made by BOSS or the $100 TS-9 Tubescreamer.In fact the TS-9 Tubescreamer is the pedal the Bad Monkey is best compared to.  This is not meant to be a heavy distortion pedal with endless game - it simulates and overloaded tube amp that adds crunch and a little gain to an otherwise clean tone.  Notes will sing and chords will really crunch, especially in blues and classic rock.  But since the pedal works well as a level/gain boost, I've heard of guitarists turning on the Bad Monkey in conjunction with other distortion effects, to really push them to new levels.But the best feature of the Bad Monkey by far is the two-band EQ.  Virtually any distortion pedal has a ""Tone"" control that will make the tone darker or brighter.  But since one band EQ basically takes away bass to add treble (or vice versa), you may not find the sound you want.  That's what's so great about the Bad Monkey - if you feel like your tone is too weak, you can fatten it up.  If it's too muddy, you can add treble.  And you can make those changes without compromising the parts of the tone that you like.Construction is extremely durable - die cast metal, and probably heavier than a BOSS pedal.  The switch is more similar to a BOSS than an Ibanez pedal, but I find that easier to use.If you're a beginning player or a player on a budget, this would be an outstanding pedal to own, along with a more traditional high gain distortion pedal.  There's really no need to spend the extra money on a Tubescreamer, if that will prevent you from buying something else you need for your gear.  But even for player where money is not an object, don't overlook the Bad Monkey.  It might just be the only tube overdrive pedal you'll need.",5,Outstanding value for versatile tone!,1347494400,"09 13, 2012"
A2PP4G3DLGDD4T,B0027842S4,Popper,"[0, 0]","Assembled the stand in seconds. It is very stable and solidly constructed. Should last a life-time. Very, very good value.",5,Very well constructed.,1394323200,"03 9, 2014"
A2HDEN9SPBWC5I,B001R2LQWQ,Lip Davis,"[0, 0]","I've stayed away from multi-effect pedals for years, because I spent more time messing with it, then playing guitar. I could never get the levels right. The Boss ME-70 is easy to use. It sounds great. 72 patches in all. My current band does not even play that many songs.",5,Simply and easy,1390262400,"01 21, 2014"
A1NPG8GYIXYIVY,B0002D0CEO,David Y.,"[0, 0]",Great picks for beginners and pros alike! Go for these thinner picks if you like more versatility in your playing.,5,Good all rounder!,1388016000,"12 26, 2013"
A1DX9PS0UN7EHY,B004XNK7AI,"DNCB ""First Class Products""","[0, 0]",It is really helpful to a person like me that knows jack squat about music. I really do recommend it is tiny so it is not all big and in your face and you can easily take it off if it does bother you.,5,It really helps,1366243200,"04 18, 2013"
AKT2VSLZHDD81,B0002E1O7W,desrtroz,"[0, 0]","Purchased these strings after having tried Blue Steel strings on my son's acoustic guitar.  He prefers the Elixir strings over the Blue Steel strings. He says they last a lot longer and sound better, too.",5,"Elixir Strings Acoustic Guitar Strings, 6-String, Custom Light Polyweb Coating",1326412800,"01 13, 2012"
AKHWZ3S1UVZAO,B0002D0CKI,Hagen LeBray,"[0, 0]","I admit I'm not the guitar flatpicker some of my friends are, but I find this pick to be perfect for picking mandolin.  The picks have almost zero flex to them, meaning the player has solid control.  I like 'em--even if they are purple.",5,Perfect Picks for Flatpicking,1387843200,"12 24, 2013"
A2SBZZ1HSR7WSP,B000EELB8W,A. Mayse,"[1, 1]","Used this on my mandolin and it brought back the new instrument sheen it had lost months ago. I sprayed it on a bit of cheesecloth, used that to rub the instrument down, then wiped with a soft Chamois, worked like a charm.",5,Works well,1325980800,"01 8, 2012"
A2N4QZ92NBKJZZ,B002DYJEMQ,Phaeton,"[0, 0]","For some reason these picks have a better feel, flexibility and grip than any I have found in a long time. They aren't that expensive (especially as an add-on) and they're relly cool.",5,Great Picks,1388102400,"12 27, 2013"
AKYDGCKCY7H9F,B001L8NGJ2,"R. W. Milyard ""GearJunky""","[0, 0]","At this time, I am using this switch on my Fender Frontman 25R to switch between the normaland drive channels. The 90 deg. jack is perfect for this (and a lot of amps),as there are no dials in this area. I have run into the 90 deg. jack problem, and the onlysolution I have found is to use a Mono to Stereo 1/4 inch gender changer, or a short monoextension cable (which is what I normally use, as the stereo jack presents added problems) as nobody makes a 1/4inch mono female to 1/4inch mono male gender changer, which I have found to be more than a little strange.This is a very old style switch that is made in China (like everything else) but works very wellfor this simple task. I have 4 on hand.",5,Very simple.  Does the job,1373155200,"07 7, 2013"
A2A039TZMZHH9Y,B00004Y2UT,"Bill Lewey ""blewey""","[0, 0]","So good that I bought another one.  Love the heavy cord and gold connectors.  Bass sounds great.  I just learned last night how to coil them up.  I guess I should read instructions more carefully.  But no harm done, still works great!",5,The Best Cable,1356048000,"12 21, 2012"
A3L0BF1DJ22V9R,B005PNXT6E,Ian Wells,"[0, 0]","I received the Fender cable exactly as shown in the picture.It is a thick cable with the ends of the jack and start of the cable enveloped in the white plastic strain relief.It looks great, was fairly cheap, and built to last.",5,great for the price,1388361600,"12 30, 2013"
ABEQJOG7TS8GT,B000Y35C8S,John,"[0, 0]","i don't know much about delay and I've never really used it. This is a fun pedal, for a simple cool delay. Kinda makes you aware of what you are playing. Fun with blues/chorus sound! Yep!",5,cool,1300752000,"03 22, 2011"
A3CSWB0L9ZLD94,B0002D0HY4,"Filipe N. Marques ""fnmphoto""","[0, 0]","This is my second SM48 in 25 years! What's the difference between the 58 and the 48? The 48 is made in Mexico. There is a noticeable difference in tone with the 48 with the on/off switch. (I did not buy that one) If feedback is an issue in your practice space, get the one with the switch, otherwise opt out for better clarity.I say go for it!! Save $50.",5,Very good mic for band practice.,1402272000,"06 9, 2014"
A35M5X7LV6QLFT,B0018TIADQ,PH,"[0, 0]",I am very pleased with the quality of this stand. It is actually better than my other two and costs a lot less. It shipped on time and the packing was good.,5,Great Stand at a Great Price,1324857600,"12 26, 2011"
AK7X7IXX7WYNJ,B0002E1G5C,sam,"[0, 0]","I love being able to wind the strings, pull bridge pins and cut excess string with one tool! That frees up space in my hardshell case for other stuff. Seems solid and well built.",5,The perfect guitar tool!,1390262400,"01 21, 2014"
A1CUB195YB9XKO,B003VWJ2K8,Clifford Haggerty,"[0, 0]",I see sales people at guitar stores walking around with these things clipped to their shirts.  Much more fun than a black box. I own one of each model.,5,The New Standard for the industry,1361232000,"02 19, 2013"
A1S0NIJ5PDREYV,B000J5XS3C,busdriver123,"[0, 0]",I use it with a small amp for singing.It is just the right size for my amp and it get more then enough control with it well made fast shipping .And the price it right.,5,mix,1317600000,"10 3, 2011"
A1CKZGG8OQ2DTS,B000960KNW,John Dziekan,"[0, 0]","I've been using the Schaller Strap Locks on my guitars since the 1980's.  They give me a sense of security, knowing that my guitar strap is totally secured to my guitar.  I consider it cheap insurance.",5,Schaller Strap Locks -Long Time Favorites,1331596800,"03 13, 2012"
A2ZGBCQPF5Q17N,B00178LDW8,"Earle G ""Earle G""","[0, 0]",Great unit for the price. It offer a lot of variations in echo delay types.It is sturdy enough for my use as not a stage piece. Even so would nothesitate to use that way. I can't say what battery life is as only use withan AC adapter. The EM600 sounds great using outputs to 2 differentamps. I drive mine sometimes with the Behringer A/B box using one ofthe 2 pre-amp gain controls or the Behringer Tube Amp Modeler.Only downside is the settings type control for echo delay types is a bithard to read without getting close to it especially in dim lighting.This isn't really a big deal though and often don't put the EM600 on the floor..,5,Behringer EM600 Echo Machine,1370476800,"06 6, 2013"
A38SICZYZTLDQ9,B002UXS4JO,Saltydawg,"[0, 0]",It just arrived to day and seems well-build.  Haven't tried it yet.,5,Using with bass rig,1404518400,"07 5, 2014"
A1EFMEZJESPF76,B0002GWXKC,"Ariana Rivadeneira ""Wari""","[2, 2]",I bought it by mistake cause I don't own nor play the bass but it works for my guitar..fits well!! good quality too!,5,Fits well!!,1306972800,"06 2, 2011"
